"","SAMPLEID","StationID","RefSamp","Reference","nt_habit_climbcling","nt_volt_semi","pt_BCG_att1i234b","nt_EPT","x_HBI"
"KS_Clint_0264_Rep1","KS_Clint_0264_Rep1","KS_MMI_Site447","No","HighStrs",10,1,0,3,5.373831776
"KS_Clint_0261_Rep1","KS_Clint_0261_Rep1","KS_MMI_Site447","No","HighStrs",9,0,5.555555556,3,5.953125
"KS_Clint_0262_Rep1","KS_Clint_0262_Rep1","KS_MMI_Site447","No","HighStrs",13,0,0,1,6.434065934
"KS_Clint_0267_Rep1","KS_Clint_0267_Rep1","KS_MMI_Site447","No","HighStrs",14,1,0,2,5.627906977
"KS_Clint_0265_Rep1","KS_Clint_0265_Rep1","KS_MMI_Site447","No","HighStrs",15,1,3.846153846,3,5.414141414
"KS_Clint_0266_Rep1","KS_Clint_0266_Rep1","KS_MMI_Site447","No","HighStrs",12,1,0,4,5.554376658
"KS_Liz_3467_Rep1","KS_Liz_3467_Rep1","KS_MMI_Site448","Strs","Strs",20,1,2.941176471,8,5.525362319
"KS_Liz_3101_Rep2","KS_Liz_3101_Rep2","KS_MMI_Site449","No","Other",7,1,0,1,5.600938967
"KS_Liz_3102_Rep1","KS_Liz_3102_Rep1","KS_MMI_Site449","Other","Other",11,1,0,0,5.914572864
"KS_Liz_3103_Rep1","KS_Liz_3103_Rep1","KS_MMI_Site449","Other","Other",3,0,0,0,5.391752577
"KS_Liz_3101_Rep1","KS_Liz_3101_Rep1","KS_MMI_Site449","Other","Other",9,2,0,1,5.536842105
"KS_Liz_3279_Rep1","KS_Liz_3279_Rep1","KS_MMI_Site450","Strs","Strs",13,4,0,4,5.833333333
"KS_Clint_1616_Rep1","KS_Clint_1616_Rep1","KS_MMI_Site451","Other","SomeStrs",22,5,9.302325581,14,4.732718894
"KS_Clint_1622_Rep1","KS_Clint_1622_Rep1","KS_MMI_Site451","Other","SomeStrs",21,5,10.63829787,14,4.877384196
"KS_Clint_1619_Rep1","KS_Clint_1619_Rep1","KS_MMI_Site451","Other","SomeStrs",25,4,7.272727273,15,5.240601504
"KS_Clint_1621_Rep1","KS_Clint_1621_Rep1","KS_MMI_Site451","Other","SomeStrs",20,5,12.82051282,10,5.224199288
"KS_Clint_1620_Rep1","KS_Clint_1620_Rep1","KS_MMI_Site451","Other","SomeStrs",23,9,8.163265306,13,5.446808511
"KS_Clint_1626_Rep1","KS_Clint_1626_Rep1","KS_MMI_Site451","Other","SomeStrs",22,7,18.42105263,13,4.91634981
"KS_Clint_1623_Rep1","KS_Clint_1623_Rep1","KS_MMI_Site451","Other","SomeStrs",26,6,11.53846154,12,5.353424658
"KS_Clint_1617_Rep1","KS_Clint_1617_Rep1","KS_MMI_Site451","Other","SomeStrs",29,7,15.38461538,16,5.114551084
"KS_Clint_1624_Rep1","KS_Clint_1624_Rep1","KS_MMI_Site451","Other","SomeStrs",20,3,10.25641026,10,5.06779661
"KS_Clint_1631_Rep1","KS_Clint_1631_Rep1","KS_MMI_Site451","Other","SomeStrs",21,4,11.42857143,13,5.270893372
"KS_Clint_1616_Rep2","KS_Clint_1616_Rep2","KS_MMI_Site451","No","SomeStrs",18,3,13.51351351,11,4.712
"KS_Clint_1618_Rep1","KS_Clint_1618_Rep1","KS_MMI_Site451","Other","SomeStrs",29,8,10.63829787,13,4.791836735
"KS_Clint_1628_Rep1","KS_Clint_1628_Rep1","KS_MMI_Site451","Other","SomeStrs",22,7,10,11,5.246153846
"KS_Clint_1625_Rep1","KS_Clint_1625_Rep1","KS_MMI_Site451","Other","SomeStrs",21,6,7.5,12,5.075221239
"KS_Clint_1630_Rep1","KS_Clint_1630_Rep1","KS_MMI_Site451","Other","SomeStrs",21,6,12.19512195,14,4.604895105
"KS_Clint_1627_Rep1","KS_Clint_1627_Rep1","KS_MMI_Site451","Other","SomeStrs",22,4,6.382978723,13,4.877483444
"KS_Clint_1629_Rep1","KS_Clint_1629_Rep1","KS_MMI_Site451","Other","SomeStrs",24,4,11.36363636,10,5.18115942
"KS_Liz_3329_Rep1","KS_Liz_3329_Rep1","KS_MMI_Site452","Other","Other",16,4,0,2,5.918544194
"KS_Clint_0743_Rep1","KS_Clint_0743_Rep1","KS_MMI_Site453","No","Strs",11,3,4.545454545,7,5.552845528
"KS_Clint_0744_Rep1","KS_Clint_0744_Rep1","KS_MMI_Site453","Strs","Strs",20,5,10.34482759,12,5.471428571
"KS_Liz_3563_Rep1","KS_Liz_3563_Rep1","KS_MMI_Site454","Strs","Strs",29,9,0,16,5.308681672
"KS_Clint_0707_Rep1","KS_Clint_0707_Rep1","KS_MMI_Site455","No","Strs",12,1,10.34482759,5,4.561983471
"KS_Clint_0705_Rep1","KS_Clint_0705_Rep1","KS_MMI_Site455","No","Strs",15,6,15.15151515,8,4.833333333
"KS_Clint_0706_Rep1","KS_Clint_0706_Rep1","KS_MMI_Site455","No","Strs",17,2,8.571428571,6,5.167938931
"KS_Clint_0708_Rep1","KS_Clint_0708_Rep1","KS_MMI_Site455","Strs","Strs",22,7,5.128205128,8,5.289855072
"KS_Clint_0334_Rep1","KS_Clint_0334_Rep1","KS_MMI_Site456","Strs","HighStrs",19,2,2.702702703,8,5.428571429
"KS_Clint_0333_Rep1","KS_Clint_0333_Rep1","KS_MMI_Site456","No","HighStrs",23,2,10.25641026,8,5.495145631
"KS_Clint_0332_Rep1","KS_Clint_0332_Rep1","KS_MMI_Site456","No","HighStrs",17,3,2.777777778,8,5.692771084
"KS_Clint_0331_Rep1","KS_Clint_0331_Rep1","KS_MMI_Site456","No","HighStrs",18,2,5.263157895,8,5.616246499
"KS_Liz_3188_Rep1","KS_Liz_3188_Rep1","KS_MMI_Site457","Ref","Ref",17,4,12.5,11,5.072340426
"KS_Clint_2140_Rep1","KS_Clint_2140_Rep1","KS_MMI_Site458","Ref","Ref",21,0,13.95348837,18,5.310756972
"KS_Clint_2139_Rep1","KS_Clint_2139_Rep1","KS_MMI_Site458","No","Ref",19,3,13.51351351,9,4.580524345
"KS_Clint_2140_Rep2","KS_Clint_2140_Rep2","KS_MMI_Site458","No","Ref",27,1,18.75,19,5.365107914
"KS_Clint_2138_Rep1","KS_Clint_2138_Rep1","KS_MMI_Site458","No","Ref",14,3,6.896551724,8,5.31875
"KS_Clint_2137_Rep1","KS_Clint_2137_Rep1","KS_MMI_Site458","No","Ref",18,3,2.857142857,5,5.705426357
"KS_Liz_3053_Rep1","KS_Liz_3053_Rep1","KS_MMI_Site459","Ref","Ref",17,3,13.15789474,10,5.35828877
"KS_Liz_3052_Rep1","KS_Liz_3052_Rep1","KS_MMI_Site459","No","Ref",17,3,14.28571429,10,5.220657277
"KS_Liz_3052_Rep2","KS_Liz_3052_Rep2","KS_MMI_Site459","No","Ref",18,1,15.78947368,10,5.172727273
"KS_Liz_3051_Rep1","KS_Liz_3051_Rep1","KS_MMI_Site459","No","Ref",10,1,0,4,6.070539419
"KS_Clint_0841_Rep1","KS_Clint_0841_Rep1","KS_MMI_Site460","No","Strs",23,9,9.090909091,16,4.668918919
"KS_Clint_0855_Rep1","KS_Clint_0855_Rep1","KS_MMI_Site460","No","Strs",21,8,8.823529412,11,4.780898876
"KS_Clint_0838_Rep1","KS_Clint_0838_Rep1","KS_MMI_Site460","No","Strs",17,3,3.703703704,11,5.391666667
"KS_Clint_0857_Rep1","KS_Clint_0857_Rep1","KS_MMI_Site460","No","Strs",21,11,3.03030303,12,5.320610687
"KS_Clint_0867_Rep1","KS_Clint_0867_Rep1","KS_MMI_Site460","No","Strs",20,7,0,14,5.621621622
"KS_Clint_0868_Rep1","KS_Clint_0868_Rep1","KS_MMI_Site460","No","Strs",18,6,2.631578947,15,5.678832117
"KS_Clint_0839_Rep1","KS_Clint_0839_Rep1","KS_MMI_Site460","No","Strs",24,5,8.333333333,13,5.258992806
"KS_Clint_0854_Rep1","KS_Clint_0854_Rep1","KS_MMI_Site460","No","Strs",23,6,12.82051282,14,5.172727273
"KS_Clint_0858_Rep1","KS_Clint_0858_Rep1","KS_MMI_Site460","No","Strs",18,8,6.666666667,13,5.44549763
"KS_Clint_0859_Rep1","KS_Clint_0859_Rep1","KS_MMI_Site460","No","Strs",18,4,3.333333333,14,5.311688312
"KS_Clint_0869_Rep1","KS_Clint_0869_Rep1","KS_MMI_Site460","No","Strs",17,3,0,14,5.957377049
"KS_Clint_0870_Rep1","KS_Clint_0870_Rep1","KS_MMI_Site460","No","Strs",22,10,2.5,15,5.378486056
"KS_Clint_0862_Rep1","KS_Clint_0862_Rep1","KS_MMI_Site460","No","Strs",24,5,2.127659574,15,5.582677165
"KS_Clint_0863_Rep1","KS_Clint_0863_Rep1","KS_MMI_Site460","No","Strs",17,7,3.225806452,15,5.401826484
"KS_Clint_0864_Rep1","KS_Clint_0864_Rep1","KS_MMI_Site460","No","Strs",19,2,4.166666667,12,5.85786802
"KS_Clint_0865_Rep1","KS_Clint_0865_Rep1","KS_MMI_Site460","No","Strs",18,4,4,14,5.625482625
"KS_Clint_0840_Rep1","KS_Clint_0840_Rep1","KS_MMI_Site460","No","Strs",11,4,15.78947368,10,5.087912088
"KS_Clint_0851_Rep1","KS_Clint_0851_Rep1","KS_MMI_Site460","No","Strs",15,3,7.142857143,14,5.359756098
"KS_Clint_0852_Rep1","KS_Clint_0852_Rep1","KS_MMI_Site460","No","Strs",19,6,8.823529412,17,5.118881119
"KS_Clint_0853_Rep1","KS_Clint_0853_Rep1","KS_MMI_Site460","No","Strs",18,7,7.317073171,14,5.305555556
"KS_Clint_0856_Rep1","KS_Clint_0856_Rep1","KS_MMI_Site460","No","Strs",24,8,8.108108108,13,4.845528455
"KS_Clint_0871_Rep1","KS_Clint_0871_Rep1","KS_MMI_Site460","No","Strs",20,8,5.128205128,18,5.570291777
"KS_Clint_0872_Rep1","KS_Clint_0872_Rep1","KS_MMI_Site460","No","Strs",19,6,3.225806452,9,5.846774194
"KS_Clint_0860_Rep1","KS_Clint_0860_Rep1","KS_MMI_Site460","No","Strs",23,10,4.651162791,19,5.262237762
"KS_Clint_0874_Rep1","KS_Clint_0874_Rep1","KS_MMI_Site460","No","Strs",16,4,0,12,5.59223301
"KS_Clint_0875_Rep1","KS_Clint_0875_Rep1","KS_MMI_Site460","Strs","Strs",25,7,2.272727273,17,5.743243243
"KS_Clint_0846_Rep1","KS_Clint_0846_Rep1","KS_MMI_Site460","No","Strs",21,8,10.52631579,13,4.736842105
"KS_Clint_0848_Rep1","KS_Clint_0848_Rep1","KS_MMI_Site460","No","Strs",17,6,6.060606061,11,5.207407407
"KS_Clint_0843_Rep1","KS_Clint_0843_Rep1","KS_MMI_Site460","No","Strs",26,7,10.25641026,16,5.319248826
"KS_Clint_0850_Rep1","KS_Clint_0850_Rep1","KS_MMI_Site460","No","Strs",17,7,0,11,5.227272727
"KS_Clint_0866_Rep1","KS_Clint_0866_Rep1","KS_MMI_Site460","No","Strs",13,2,0,11,5.855769231
"KS_Clint_0842_Rep1","KS_Clint_0842_Rep1","KS_MMI_Site460","No","Strs",21,9,4.761904762,18,5.229357798
"KS_Clint_0861_Rep1","KS_Clint_0861_Rep1","KS_MMI_Site460","No","Strs",26,9,2.380952381,15,5.414529915
"KS_Clint_0873_Rep1","KS_Clint_0873_Rep1","KS_MMI_Site460","No","Strs",22,4,2.325581395,16,5.613013699
"KS_Clint_0845_Rep1","KS_Clint_0845_Rep1","KS_MMI_Site460","No","Strs",18,9,8.571428571,15,5.205673759
"KS_Clint_0849_Rep1","KS_Clint_0849_Rep1","KS_MMI_Site460","No","Strs",25,9,10,17,5.118421053
"KS_Clint_0847_Rep1","KS_Clint_0847_Rep1","KS_MMI_Site460","No","Strs",23,9,3.03030303,12,5.378531073
"KS_Clint_0844_Rep1","KS_Clint_0844_Rep1","KS_MMI_Site460","No","Strs",22,6,6.52173913,16,5.26519337
"KS_Liz_3434_Rep1","KS_Liz_3434_Rep1","KS_MMI_Site461","Other","Other",23,6,0,13,5.537634409
"KS_Liz_3434_Rep2","KS_Liz_3434_Rep2","KS_MMI_Site461","No","Other",18,5,0,11,5.741046832
"KS_Clint_1809_Rep1","KS_Clint_1809_Rep1","KS_MMI_Site462","No","HighStrs",13,2,7.692307692,5,5.724137931
"KS_Clint_1810_Rep1","KS_Clint_1810_Rep1","KS_MMI_Site462","Strs","HighStrs",12,1,3.571428571,5,5.820895522
"KS_Clint_1811_Rep1","KS_Clint_1811_Rep1","KS_MMI_Site462","No","HighStrs",13,0,3.703703704,6,5.809756098
"KS_Clint_0710_Rep1","KS_Clint_0710_Rep1","KS_MMI_Site464","No","Strs",22,3,2.702702703,10,5.585185185
"KS_Clint_0720_Rep1","KS_Clint_0720_Rep1","KS_MMI_Site464","No","Strs",16,4,0,9,5.739583333
"KS_Clint_0713_Rep1","KS_Clint_0713_Rep1","KS_MMI_Site464","No","Strs",20,6,2.702702703,15,5.254237288
"KS_Clint_0711_Rep1","KS_Clint_0711_Rep1","KS_MMI_Site464","No","Strs",17,5,3.225806452,13,5.12295082
"KS_Clint_0737_Rep1","KS_Clint_0737_Rep1","KS_MMI_Site464","No","Strs",18,6,0,11,5.546511628
"KS_Clint_0712_Rep1","KS_Clint_0712_Rep1","KS_MMI_Site464","No","Strs",29,12,6.666666667,18,5.298755187
"KS_Clint_0723_Rep1","KS_Clint_0723_Rep1","KS_MMI_Site464","No","Strs",18,5,10.71428571,16,4.96
"KS_Clint_0736_Rep1","KS_Clint_0736_Rep1","KS_MMI_Site464","No","Strs",23,8,11.11111111,16,5.305084746
"KS_Clint_0715_Rep1","KS_Clint_0715_Rep1","KS_MMI_Site464","No","Strs",19,6,18.51851852,13,4.83625731
"KS_Clint_0716_Rep1","KS_Clint_0716_Rep1","KS_MMI_Site464","No","Strs",18,9,9.375,12,5.102803738
"KS_Clint_0739_Rep1","KS_Clint_0739_Rep1","KS_MMI_Site464","No","Strs",24,6,4.87804878,12,5.457564576
"KS_Clint_0714_Rep1","KS_Clint_0714_Rep1","KS_MMI_Site464","No","Strs",22,8,14.28571429,20,5.218181818
"KS_Clint_0719_Rep1","KS_Clint_0719_Rep1","KS_MMI_Site464","No","Strs",20,6,6.060606061,13,5.125
"KS_Clint_0717_Rep1","KS_Clint_0717_Rep1","KS_MMI_Site464","No","Strs",20,4,5.714285714,16,5.63803681
"KS_Clint_0721_Rep1","KS_Clint_0721_Rep1","KS_MMI_Site464","No","Strs",18,3,14.28571429,9,5.631067961
"KS_Clint_0718_Rep1","KS_Clint_0718_Rep1","KS_MMI_Site464","No","Strs",16,4,0,9,5.475
"KS_Clint_0734_Rep1","KS_Clint_0734_Rep1","KS_MMI_Site464","No","Strs",22,9,17.64705882,18,5.137755102
"KS_Clint_0735_Rep1","KS_Clint_0735_Rep1","KS_MMI_Site464","No","Strs",16,9,6.060606061,13,5.334415584
"KS_Clint_0742_Rep1","KS_Clint_0742_Rep1","KS_MMI_Site464","No","Strs",17,8,0,11,5.866096866
"KS_Clint_0709_Rep1","KS_Clint_0709_Rep1","KS_MMI_Site464","No","Strs",17,5,6.896551724,10,5.639705882
"KS_Clint_0740_Rep1","KS_Clint_0740_Rep1","KS_MMI_Site464","No","Strs",18,7,3.333333333,12,5.398230088
"KS_Clint_0741_Rep1","KS_Clint_0741_Rep1","KS_MMI_Site464","Strs","Strs",25,7,4.545454545,12,5.592592593
"KS_Clint_0731_Rep1","KS_Clint_0731_Rep1","KS_MMI_Site464","No","Strs",14,2,5,10,5.085
"KS_Clint_0724_Rep1","KS_Clint_0724_Rep1","KS_MMI_Site464","No","Strs",18,4,6.896551724,9,4.655172414
"KS_Clint_0728_Rep1","KS_Clint_0728_Rep1","KS_MMI_Site464","No","Strs",18,5,15.38461538,14,5.363636364
"KS_Clint_0729_Rep1","KS_Clint_0729_Rep1","KS_MMI_Site464","No","Strs",8,1,0,5,6.510373444
"KS_Clint_0725_Rep1","KS_Clint_0725_Rep1","KS_MMI_Site464","No","Strs",18,5,8.571428571,17,5.184782609
"KS_Clint_0726_Rep1","KS_Clint_0726_Rep1","KS_MMI_Site464","No","Strs",20,9,8.823529412,14,5.171428571
"KS_Clint_0722_Rep1","KS_Clint_0722_Rep1","KS_MMI_Site464","No","Strs",12,3,15,10,4.552631579
"KS_Clint_0732_Rep1","KS_Clint_0732_Rep1","KS_MMI_Site464","No","Strs",13,3,0,9,6.257028112
"KS_Clint_0730_Rep1","KS_Clint_0730_Rep1","KS_MMI_Site464","No","Strs",14,4,3.846153846,13,5.516320475
"KS_Clint_0738_Rep1","KS_Clint_0738_Rep1","KS_MMI_Site464","No","Strs",21,6,2.564102564,14,5.511904762
"KS_Clint_0733_Rep1","KS_Clint_0733_Rep1","KS_MMI_Site464","No","Strs",20,10,7.894736842,13,5.567741935
"KS_Clint_0727_Rep1","KS_Clint_0727_Rep1","KS_MMI_Site464","No","Strs",24,7,5.714285714,13,5.697777778
"KS_Clint_1808_Rep1","KS_Clint_1808_Rep1","KS_MMI_Site465","Strs","HighStrs",10,1,4.166666667,3,5.52
"KS_Liz_3507_Rep1","KS_Liz_3507_Rep1","KS_MMI_Site466","Strs","HighStrs",11,5,2.941176471,7,6.259433962
"KS_Liz_3291_Rep1","KS_Liz_3291_Rep1","KS_MMI_Site467","Other","SomeStrs",13,3,0,3,5.950920245
"KS_Liz_3592_Rep1","KS_Liz_3592_Rep1","KS_MMI_Site468","Other","SomeStrs",16,4,9.523809524,7,4.675105485
"KS_Clint_1806_Rep1","KS_Clint_1806_Rep1","KS_MMI_Site469","Strs","HighStrs",6,0,0,0,5.290780142
"KS_Clint_1807_Rep1","KS_Clint_1807_Rep1","KS_MMI_Site470","Strs","HighStrs",8,0,0,0,5.595720721
"KS_Clint_1805_Rep1","KS_Clint_1805_Rep1","KS_MMI_Site471","Strs","HighStrs",13,1,0,4,5.511111111
"KS_Liz_3618_Rep1","KS_Liz_3618_Rep1","KS_MMI_Site472","Other","SomeStrs",12,2,0,3,5.950464396
"KS_Liz_3603_Rep1","KS_Liz_3603_Rep1","KS_MMI_Site473","Ref","Ref",16,4,10.25641026,8,4.991701245
"KS_Clint_1923_Rep1","KS_Clint_1923_Rep1","KS_MMI_Site474","Other","Other",20,3,10,14,5.235294118
"KS_Clint_1921_Rep1","KS_Clint_1921_Rep1","KS_MMI_Site474","Other","Other",23,5,10.63829787,14,4.980988593
"KS_Clint_1934_Rep2","KS_Clint_1934_Rep2","KS_MMI_Site474","No","Other",25,10,9.259259259,13,5.160714286
"KS_Clint_1932_Rep1","KS_Clint_1932_Rep1","KS_MMI_Site474","Other","Other",22,7,16.21621622,14,4.930232558
"KS_Clint_1920_Rep1","KS_Clint_1920_Rep1","KS_MMI_Site474","Other","Other",20,2,12.90322581,13,5.3
"KS_Clint_1934_Rep1","KS_Clint_1934_Rep1","KS_MMI_Site474","Other","Other",26,11,12.24489796,13,5.344827586
"KS_Clint_1926_Rep1","KS_Clint_1926_Rep1","KS_MMI_Site474","Other","Other",28,4,17.39130435,18,5.006622517
"KS_Clint_1935_Rep1","KS_Clint_1935_Rep1","KS_MMI_Site474","Other","Other",26,8,15.2173913,12,5.18902439
"KS_Clint_1924_Rep1","KS_Clint_1924_Rep1","KS_MMI_Site474","Other","Other",18,3,17.64705882,15,4.910204082
"KS_Clint_1937_Rep1","KS_Clint_1937_Rep1","KS_MMI_Site474","Other","Other",18,5,11.42857143,12,5.082524272
"KS_Clint_1916_Rep1","KS_Clint_1916_Rep1","KS_MMI_Site474","Other","Other",20,1,6.976744186,11,5.238938053
"KS_Clint_1918_Rep1","KS_Clint_1918_Rep1","KS_MMI_Site474","Other","Other",24,7,5.769230769,16,5.176029963
"KS_Clint_1917_Rep1","KS_Clint_1917_Rep1","KS_MMI_Site474","Other","Other",22,7,15.625,11,4.759162304
"KS_Clint_1915_Rep1","KS_Clint_1915_Rep1","KS_MMI_Site474","Other","Other",24,9,17.39130435,11,5.008849558
"KS_Clint_1922_Rep1","KS_Clint_1922_Rep1","KS_MMI_Site474","Other","Other",22,7,8.695652174,14,4.860946746
"KS_Clint_1933_Rep1","KS_Clint_1933_Rep1","KS_MMI_Site474","Other","Other",29,9,16.36363636,17,4.887218045
"KS_Clint_1927_Rep1","KS_Clint_1927_Rep1","KS_MMI_Site474","Other","Other",32,9,12.28070175,20,5.125423729
"KS_Clint_1919_Rep1","KS_Clint_1919_Rep1","KS_MMI_Site474","Other","Other",22,2,15.78947368,13,5.05907173
"KS_Clint_1940_Rep1","KS_Clint_1940_Rep1","KS_MMI_Site474","Other","Other",31,6,7.843137255,15,5.33164557
"KS_Clint_1937_Rep2","KS_Clint_1937_Rep2","KS_MMI_Site474","No","Other",20,4,12.19512195,13,5.018348624
"KS_Clint_1931_Rep1","KS_Clint_1931_Rep1","KS_MMI_Site474","Other","Other",27,10,16.32653061,17,4.863157895
"KS_Clint_1936_Rep1","KS_Clint_1936_Rep1","KS_MMI_Site474","Other","Other",25,6,15,12,5.191570881
"KS_Clint_1928_Rep1","KS_Clint_1928_Rep1","KS_MMI_Site474","Other","Other",24,10,18.36734694,17,5.247191011
"KS_Clint_1929_Rep1","KS_Clint_1929_Rep1","KS_MMI_Site474","Other","Other",22,5,14.63414634,14,5.390510949
"KS_Clint_1930_Rep1","KS_Clint_1930_Rep1","KS_MMI_Site474","Other","Other",21,4,18.91891892,13,5.123595506
"KS_Clint_1939_Rep1","KS_Clint_1939_Rep1","KS_MMI_Site474","Other","Other",28,8,8.510638298,13,5.077669903
"KS_Liz_3256_Rep1","KS_Liz_3256_Rep1","KS_MMI_Site474","Other","Other",10,1,5.405405405,4,5.903553299
"KS_Clint_1925_Rep1","KS_Clint_1925_Rep1","KS_MMI_Site474","Other","Other",16,5,16,10,4.819047619
"KS_Clint_1938_Rep1","KS_Clint_1938_Rep1","KS_MMI_Site474","Other","Other",28,8,8.163265306,14,5.26433121
"KS_Liz_3473_Rep1","KS_Liz_3473_Rep1","KS_MMI_Site475","Strs","HighStrs",14,1,3.125,5,5.627192982
"KS_Clint_1787_Rep1","KS_Clint_1787_Rep1","KS_MMI_Site476","No","Strs",10,1,4,2,5.921052632
"KS_Clint_1786_Rep1","KS_Clint_1786_Rep1","KS_MMI_Site476","Strs","Strs",12,3,3.703703704,5,5.104803493
"KS_Clint_1877_Rep1","KS_Clint_1877_Rep1","KS_MMI_Site477","No","Strs",16,4,2.702702703,12,5.47107438
"KS_Clint_1879_Rep1","KS_Clint_1879_Rep1","KS_MMI_Site477","Strs","Strs",22,5,2.127659574,12,5.671875
"KS_Clint_1878_Rep1","KS_Clint_1878_Rep1","KS_MMI_Site477","No","Strs",25,6,3.448275862,12,5.364640884
"KS_Clint_1804_Rep1","KS_Clint_1804_Rep1","KS_MMI_Site478","Strs","Strs",13,2,0,4,5.314009662
"KS_Liz_3347_Rep1","KS_Liz_3347_Rep1","KS_MMI_Site479","Strs","HighStrs",19,7,3.333333333,11,5.322709163
"KS_Clint_1793_Rep1","KS_Clint_1793_Rep1","KS_MMI_Site480","No","HighStrs",11,0,0,4,5.693069307
"KS_Clint_1792_Rep1","KS_Clint_1792_Rep1","KS_MMI_Site480","Strs","HighStrs",14,2,0,7,5.927631579
"KS_Clint_0692_Rep1","KS_Clint_0692_Rep1","KS_MMI_Site481","No","Strs",17,2,2.941176471,6,5.912820513
"KS_Clint_0701_Rep1","KS_Clint_0701_Rep1","KS_MMI_Site481","No","Strs",13,2,0,7,5.638059701
"KS_Clint_0698_Rep1","KS_Clint_0698_Rep1","KS_MMI_Site481","No","Strs",16,3,7.894736842,7,5.424242424
"KS_Clint_0696_Rep1","KS_Clint_0696_Rep1","KS_MMI_Site481","No","Strs",18,4,3.125,6,5.487394958
"KS_Clint_0691_Rep1","KS_Clint_0691_Rep1","KS_MMI_Site481","No","Strs",15,3,3.125,7,5.607594937
"KS_Clint_0689_Rep1","KS_Clint_0689_Rep1","KS_MMI_Site481","No","Strs",12,4,5.882352941,5,5.346153846
"KS_Clint_0702_Rep1","KS_Clint_0702_Rep1","KS_MMI_Site481","No","Strs",21,3,5,8,5.385416667
"KS_Clint_0699_Rep1","KS_Clint_0699_Rep1","KS_MMI_Site481","No","Strs",13,3,3.448275862,6,5.537117904
"KS_Clint_0695_Rep1","KS_Clint_0695_Rep1","KS_MMI_Site481","No","Strs",16,2,2.941176471,5,5.394833948
"KS_Clint_0693_Rep1","KS_Clint_0693_Rep1","KS_MMI_Site481","No","Strs",15,2,0,6,5.481228669
"KS_Clint_0690_Rep1","KS_Clint_0690_Rep1","KS_MMI_Site481","No","Strs",10,3,4.166666667,5,5.099009901
"KS_Clint_0686_Rep1","KS_Clint_0686_Rep1","KS_MMI_Site481","No","Strs",12,6,2.564102564,8,5.331707317
"KS_Clint_0700_Rep1","KS_Clint_0700_Rep1","KS_MMI_Site481","No","Strs",19,3,2.777777778,7,5.574912892
"KS_Clint_0704_Rep1","KS_Clint_0704_Rep1","KS_MMI_Site481","Strs","Strs",16,1,13.04347826,9,5.01384083
"KS_Clint_0685_Rep1","KS_Clint_0685_Rep1","KS_MMI_Site481","No","Strs",15,4,0,3,5.484375
"KS_Clint_0688_Rep1","KS_Clint_0688_Rep1","KS_MMI_Site481","No","Strs",11,1,4,4,5.73943662
"KS_Clint_0697_Rep1","KS_Clint_0697_Rep1","KS_MMI_Site481","No","Strs",14,2,3.125,6,5.771626298
"KS_Clint_0694_Rep1","KS_Clint_0694_Rep1","KS_MMI_Site481","No","Strs",15,2,3.03030303,6,5.558303887
"KS_Clint_0703_Rep1","KS_Clint_0703_Rep1","KS_MMI_Site481","No","Strs",22,4,8.108108108,9,5.62305296
"KS_Clint_0687_Rep1","KS_Clint_0687_Rep1","KS_MMI_Site481","No","Strs",17,3,0,4,5.449275362
"KS_Liz_3553_Rep1","KS_Liz_3553_Rep1","KS_MMI_Site482","Ref","Ref",11,4,0,1,5.916363636
"KS_Clint_1791_Rep1","KS_Clint_1791_Rep1","KS_MMI_Site483","No","HighStrs",8,1,0,1,5.894308943
"KS_Clint_1790_Rep1","KS_Clint_1790_Rep1","KS_MMI_Site483","Strs","HighStrs",14,4,3.225806452,6,5.55
"KS_Clint_1835_Rep1","KS_Clint_1835_Rep1","KS_MMI_Site484","Ref","Ref",7,4,0,1,5.887966805
"KS_Liz_3474_Rep1","KS_Liz_3474_Rep1","KS_MMI_Site485","Strs","HighStrs",15,3,0,8,5.765
"KS_Clint_1745_Rep1","KS_Clint_1745_Rep1","KS_MMI_Site486","Strs","HighStrs",12,5,0,5,5.574074074
"KS_Liz_3157_Rep1","KS_Liz_3157_Rep1","KS_MMI_Site487","Other","Other",26,4,9.090909091,12,5.173441734
"KS_Liz_3156_Rep1","KS_Liz_3156_Rep1","KS_MMI_Site487","Other","Other",25,4,8.695652174,12,5.441666667
"KS_Liz_3157_Rep2","KS_Liz_3157_Rep2","KS_MMI_Site487","No","Other",22,4,6.976744186,9,4.961445783
"KS_Liz_3608_Rep1","KS_Liz_3608_Rep1","KS_MMI_Site487","Other","Other",22,6,7.142857143,6,5.782222222
"KS_Liz_3158_Rep1","KS_Liz_3158_Rep1","KS_MMI_Site487","Other","Other",23,4,11.36363636,9,5.303571429
"KS_Liz_3379_Rep1","KS_Liz_3379_Rep1","KS_MMI_Site488","Other","Other",20,3,8.823529412,10,5.239316239
"KS_Liz_3215_Rep1","KS_Liz_3215_Rep1","KS_MMI_Site489","Other","SomeStrs",14,4,5.128205128,7,5.525896414
"KS_Clint_1789_Rep1","KS_Clint_1789_Rep1","KS_MMI_Site490","No","HighStrs",13,1,0,4,5.534883721
"KS_Clint_1788_Rep1","KS_Clint_1788_Rep1","KS_MMI_Site490","Strs","HighStrs",13,2,0,4,5.578231293
